product_id,product_name,category,price,actual_price,rating,rating_count,discount_percentage
B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories,350,599,3.9,8314,42
B095244Q22,MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10,Computers&Accessories,252,999,3.7,2249,75
B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,Electronics,204,599,3.6,339,66
B0BLV1GNLN,WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 AN,Electronics,6490,9990,4,27,35
B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box R,Electronics,235,599,3.5,197,61
B00NH13Q8W,"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3",Computers&Accessories,299,800,4.5,74977,63
B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,799,1999,4.2,8583,60
B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All ,Electronics,299,999,3.8,928,70
B0B467CCB9,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Le,Electronics,6999,16990,3.8,110,59
B095JQVC7N,OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),Electronics,42999,59999,4.1,6753,28
B08PPHFXG3,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),Electronics,173,999,4.3,1237,83
B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,209,600,4.4,18872,65
B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Res",Computers&Accessories,848.99,1490,3.9,356,43
B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, ",Computers&Accessories,649,1999,4.2,24269,68
B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,299,899,3.8,425,67
B083GQGT3Z,"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rot",Electronics,399,799,4.1,1161,50
B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Res",Computers&Accessories,249,499,4.1,1508,50
B07YZG8PPY,TATA SKY HD Connection with 1 month basic package and free installation,Electronics,1249,2299,4.3,7636,46
B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,213,499,3.7,246,57
B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,209,499,4,479,58
B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for A,Electronics,598,4999,4.2,910,88
B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories,799,1749,4.1,5626,54
B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories,159,595,4.3,14184,73
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories,499,1100,4.4,25177,55
B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,31999,49999,4.3,21252,36
B09NNGHG22,Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55A,Electronics,32990,56790,4.3,567,42
B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote C,Electronics,299,1199,3.5,466,75
B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided c",Computers&Accessories,128.31,549,3.9,61,77
B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Co",Computers&Accessories,599,849,4.5,474,29
B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A3,Electronics,399,899,3.4,431,56
B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Co",Computers&Accessories,449,1099,4,242,59
B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord",Computers&Accessories,254,799,4,2905,68
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,399,795,4.4,12091,50
B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless E",Computers&Accessories,179,399,4,1423,55
B081FJWN52,Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsu,Computers&Accessories,339,999,4.3,6255,66
B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wal",Electronics,399,999,4,1236,60
B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestic",Electronics,199,399,4.2,1335,50
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,349,1999,3.8,197,83
B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&Accessories,299,798,4.4,28791,63
B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-",Computers&Accessories,89,800,3.9,1075,89
B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meter",Computers&Accessories,549,995,4.2,29746,45
B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Da",Computers&Accessories,129,1000,3.9,295,87
B09WN3SRC7,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),Electronics,77990,139900,4.7,5935,44
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Co,Electronics,349,799,3.6,323,56
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu T,Electronics,499,899,3.7,185,44
B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&Accessories,299,799,4.2,2117,63
B08N1WL9XW,FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC ,Computers&Accessories,182,599,4,9378,70
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,96,399,3.6,1796,76
B0BC8BQ432,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),Electronics,54990,85000,4.3,3587,35
B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Ja",Electronics,439,758,4.2,4296,42
B08CT62BM1,Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Gala,Computers&Accessories,299,999,4.3,2651,70
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories,299,799,4.2,94363,63
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories,789,1999,4.2,34540,61
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,299,700,4.4,8714,57
B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black",Computers&Accessories,325,1099,4.2,10576,70
B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Po",Computers&Accessories,1299,1999,4.4,7318,35
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-,Electronics,790,1999,3,103,60
B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,4699,4699,4.5,224,0
B0BC9BW512,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),Electronics,18999,24990,4.3,4702,24
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&Accessories,199,999,4.2,85,80
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Bl",Electronics,269,650,4.4,35877,59
B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optic",Electronics,1990,3100,4,897,36
B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth",Electronics,2299,3999,3.8,282,43
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,35999,49990,4.3,1611,28
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost ,Electronics,349,999,4.2,513,65
B09HV71RL1,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 P,Computers&Accessories,719,1499,4.1,1045,52
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Electronics,8999,18999,4,6347,53
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,917,2299,4.2,3300,60
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix ,Electronics,399,999,3.3,23,60
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,45999,69900,4.3,7109,34
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,119,299,3.8,51,60
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,21999,29999,4.2,32840,27
B08TZD7FQN,Astigo Compatible Remote Control for Mi Smart LED 4A (43/32),Electronics,299,599,3.7,708,50
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,21990,34990,4.3,1657,37
B09PTT8DZF,Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS,Computers&Accessories,417.44,670,3.9,523,38
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,47990,79990,4.3,1376,40
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,215,499,3.5,121,57
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1",Computers&Accessories,99,800,3.9,1075,88
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,18999,35000,4,1001,46
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Pl",Computers&Accessories,249,999,4.3,112,75
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,7999,15999,3.8,3022,50
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 fee",Computers&Accessories,649,1600,4.3,5451,59
B09TY4MSH3,Firestick Remote,Electronics,1289,2499,3.3,73,48
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,609,1500,4.5,1029,59
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,32990,54990,4.1,1555,40
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240H",Electronics,599,1999,4.2,47,70
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,349,899,4.1,14896,61
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,29999,50999,4.4,1712,41
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestic",Electronics,199,399,4.2,1335,50
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Mode,Electronics,349,699,3.9,214,50
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up t",Electronics,1850,4500,4,184,59
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350AN,Electronics,13990,28900,4.5,7,52
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,129,449,3.7,41,71
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M",Electronics,379,999,4.2,12153,62
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,185,499,4.2,25,63
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Win",Computers&Accessories,218,999,4.2,163,78
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric ",Computers&Accessories,199,999,4.3,87,80
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,499,900,4.4,2165,45
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Bl,Electronics,26999,42999,4.2,1510,37
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Mana",Electronics,893,1052,4.3,106,15
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,10990,19990,3.7,129,45
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,G",Computers&Accessories,379,1099,4.3,3049,66
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,16999,25999,4.2,32840,35
B09HCH3JZG,Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu,Electronics,699,1899,4.4,390,63
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,2699,3500,3.5,621,23
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobil",Computers&Accessories,129,599,4.1,265,78
B08NW8GHCJ,Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung ,Computers&Accessories,389,999,4.3,838,61
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED,Electronics,246,600,4.2,143,59
B08G1RW2Q3,EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable,Computers&Accessories,299,799,4,151,63
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (",Electronics,247,399,3.9,200,38
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generati,Electronics,1369,2999,3.3,227,54
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Co",Electronics,199,499,3.8,538,60
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,299,599,4,171,50
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,14999,14999,4.3,27508,0
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,299,699,3.9,1454,57
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,24990,51990,4.2,2951,52
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,61999,69999,4.1,6753,11
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,24499,50000,3.9,3518,51
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,10499,19499,4.2,1510,46
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Fl",Computers&Accessories,349,999,4.3,838,65
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,197,499,3.8,136,61
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free ,Electronics,1299,2499,4.3,301,48
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging",Computers&Accessories,1519,1899,4.4,19763,20
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,46999,69999,4.3,21252,33
B00OFM6PEO,Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable ,Computers&Accessories,299,799,4.3,1902,63
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Spo",Electronics,1799,19999,4.2,13937,91
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3,120+ Sports Modes, 240*240 PX High Res wit",Electronics,1998,9999,4.3,27696,80
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Disp",Electronics,1999,7990,3.8,17831,75
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro U,Electronics,2049,2199,4.3,178912,7
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather ",Electronics,6499,8999,4,7807,28
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,28999,28999,4.3,17415,0
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,28999,28999,4.3,17415,0
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Textu",Electronics,6499,8999,4,7807,28
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Text",Electronics,6499,8999,4,7807,28
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,569,1000,4.4,67259,43
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69 Display, 550 NITS, 150+ Cloud Watch Face",Electronics,1898,4999,4.1,10689,62
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,1299,1599,4,128311,19
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69 HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watc",Electronics,1499,6990,3.9,21796,79
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, ",Electronics,599,999,4.1,192590,40
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P3",Electronics,9499,11999,4.2,284,21
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Cl",Electronics,599,2499,3.9,58162,76
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | F",Electronics,8999,11999,4,12796,25
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartph",Electronics,349,1299,4,14282,73
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,349,999,4.1,363713,65
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,959,1800,4.4,67259,47
B0BMGB2TPR,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio ",Electronics,9499,11999,4.2,284,21
B08MC57J31,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual In",Electronics,1499,2499,4.3,15970,40
B08HVL8QN3,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midni",Electronics,1149,2199,4.3,178912,48
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,349,999,3.9,46399,65
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,1219,1699,4.4,8891,28
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69(4.29cm) HD Display, 60 Sports Modes, 150 Watch Face",Electronics,1599,3999,4,30254,60
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 C",Electronics,1499,7999,4.2,22636,81
B09TWHTBKQ,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RA",Electronics,18499,25999,4.1,22318,29
B08L5HMJVW,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,369,700,4.4,67259,47
B0B4F2XCK3,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,12999,17999,4.1,18998,28
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Spo",Electronics,1799,19999,4.2,13937,91
B09YV4MW2T,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands",Electronics,2199,9999,4.2,29471,78
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM",Electronics,16999,24999,4.1,22318,32
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+",Electronics,16499,20999,4,21350,21
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Spo",Electronics,1799,19999,4.2,13937,91
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12",Computers&Accessories,399,1099,4.2,24270,64
B09GFPVD9Y,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics,8499,10999,4.1,313836,23
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh ",Electronics,6499,8499,4.1,313836,24
B0BF4YBLPX,"Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Spo",Electronics,1799,19999,4.2,13937,91
B09XB7DPW1,"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger ",Electronics,8999,11999,4,12796,25
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,139,495,4.3,14185,72
B0B3N7LR6K,Fire-Boltt Visionary 1.78 AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Spo,Electronics,3999,16999,4.3,17159,76
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72 TruView Display, Fully-Functio",Electronics,2998,5999,4.1,5179,50
B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Lapto",Computers&Accessories,199,349,4,43993,43
B07WJV6P1R,"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 |",Electronics,15499,18999,4.1,19252,18
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, ",Computers&Accessories,199,999,3.9,7928,80
B0BF54LXW6,"Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Spo",Electronics,1799,19999,4.2,13937,91
B09XB7SRQ5,"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finge",Electronics,8999,11999,4,12796,25
B09FFK1PQG,"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certi",Electronics,873,1699,4.4,1680,49
B09RMQYHLH,"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120",Electronics,12999,15999,4.2,13246,19
B08ZN4B121,"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctio",Electronics,539,1599,3.8,14648,66
